Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2
13.0141,21,19,20,16,9.9785,15.847
13.0143,16,16,25,22,11.4942,14.4328
13.0145,21,18,17,15,10.4456,15.4118
13.0147,18,22,25,22,14.132,11.9721
13.0147,15,24,17,22,17.3474,8.9714
13.0152,21,24,20,16,12.3814,13.6068
13.0154,19,19,17,17,12.5646,13.4361
13.0155,20,17,25,20,10.5364,15.329
13.0155,19,24,24,19,13.0789,12.9564
13.0161,17,16,17,16,10.5037,15.3606
13.0162,20,19,17,16,11.1523,14.7555
13.0163,23,24,23,21,12.2893,13.6947
13.0164,15,25,22,23,16.6908,9.58749
13.0167,15,16,23,19,11.5377,14.397
13.017,19,20,21,19,12.1771,13.8009
13.0171,16,18,19,22,14.5466,11.5898
13.0173,15,22,15,21,16.679,9.60024
13.0175,21,19,20,15,10.7034,15.177
13.0176,23,22,22,18,11.1745,14.7376
13.0181,22,17,17,18,10.9577,14.9408
13.0182,18,23,23,19,14.2757,11.8448
13.0184,19,23,16,24,15.0772,11.0972
13.0185,18,20,18,15,12.4735,13.5271
13.0186,15,16,25,22,11.722,14.2285
13.0187,21,22,19,23,13.2744,12.7802
13.0189,23,25,23,17,12.397,13.5992
13.019,23,24,23,20,12.2581,13.7291
13.0191,20,23,16,21,13.4462,12.6205
13.0191,17,15,25,23,11.1219,14.7896
13.0195,16,15,21,20,11.113,14.7985
13.0196,19,23,24,23,13.9708,12.1319
13.0197,18,21,22,22,14.8685,11.2945
13.0198,20,20,21,24,12.6491,13.3658
13.0202,17,19,15,25,15.288,10.904
13.0204,19,18,18,22,13.1403,12.9086
13.0205,17,24,18,19,15.2601,10.9305
13.0207,23,22,23,17,11.1495,14.7668
13.021,16,15,15,23,13.1023,12.9452
13.0212,20,22,19,19,12.9671,13.0716
13.0212,19,20,23,20,12.2867,13.7067
13.0213,23,17,25,18,9.57127,16.2409
13.0213,20,23,15,18,13.899,12.2023
13.0215,18,17,21,24,13.0976,12.9505
13.0217,18,24,24,23,14.5759,11.5713
13.0219,15,23,21,24,15.9297,10.3083
13.0224,18,20,18,16,12.521,13.4904
13.0226,16,24,23,24,15.5671,10.6481
13.0228,20,19,25,22,11.4147,14.5235
13.0229,21,24,18,18,13.1315,12.9216
13.0231,16,24,22,24,15.8641,10.3719
13.0231,22,23,25,19,11.4835,14.4598
13.0231,21,19,16,15,10.6837,15.2063
13.0235,22,21,23,21,12.0649,13.918
13.0236,17,25,22,25,16.1004,10.1524
13.0237,15,19,25,25,14.5062,11.6403
13.0238,20,22,15,18,13.3339,12.7345
13.0241,23,21,20,15,11.1279,14.7935
13.0242,16,16,22,21,11.8261,14.1422
13.0246,20,25,19,16,14.2931,11.8409
13.0249,19,18,24,21,11.4959,14.4517
13.0249,24,21,17,19,11.2239,14.7055
13.0252,19,18,17,16,11.7282,14.2356
13.0253,15,15,20,22,12.3962,13.6124
13.0254,21,23,24,22,12.4554,13.5572
13.0255,17,25,19,24,16.3581,9.9156
13.0256,19,23,25,15,12.3784,13.6296
13.0257,24,21,22,15,10.1506,15.7087
13.0257,21,24,25,23,13.1129,12.9443
13.0257,17,15,17,18,10.5982,15.291
13.0259,24,25,21,16,11.655,14.3052
13.0259,18,20,23,25,13.5758,12.5128
13.0259,15,16,15,17,13.3448,12.7284
13.026,17,24,24,20,14.5986,11.5585
13.0261,16,15,23,24,12.1025,13.888
13.0262,18,21,17,24,14.9596,11.2219
13.0262,21,23,17,18,12.8737,13.1684
13.0262,16,16,22,16,10.7024,15.1947
13.0265,16,25,18,25,17.183,9.14767
13.0266,21,21,25,22,12.4611,13.5544
13.0268,19,23,21,25,14.0491,12.0727
13.0269,18,22,18,18,14.5927,11.5656
13.027,20,17,21,19,10.812,15.0939
13.027,15,15,16,20,13.1,12.9589
13.0271,22,24,19,16,12.363,13.6469
13.0274,23,21,19,16,11.2527,14.6835
13.0274,15,15,15,19,13.343,12.7329
13.0274,22,23,17,15,12.014,13.9732
13.0276,19,21,19,20,14.1583,11.9724
13.0279,22,25,20,17,13.003,13.0512
13.0284,22,18,18,17,10.6495,15.2483
13.0284,22,23,24,16,11.3693,14.5767
13.0285,21,22,18,24,13.6714,12.4285
13.0286,15,21,21,22,15.7808,10.4603
13.0287,15,20,20,25,15.3413,10.8706
13.029,23,25,22,17,12.6225,13.4083
13.029,23,21,24,18,10.5953,15.3002
13.0291,15,22,17,24,16.7739,9.5344
13.0292,16,24,15,22,16.7296,9.57594
13.0293,19,25,22,24,14.7855,11.3904
13.0295,22,22,19,18,12.6045,13.4261
13.0296,17,15,17,16,10.7102,15.1941
13.0301,21,17,21,16,9.61316,16.2188
13.0302,18,23,18,25,15.1845,11.0198
13.0302,24,21,24,15,9.9893,15.868
13.0308,18,18,23,23,13.0353,13.0265
13.0309,19,17,18,17,11.8585,14.1251
13.031,18,19,15,15,13.2055,12.8681
13.031,22,25,23,19,13.2482,12.8283
13.0316,16,24,21,25,16.1847,10.0891
13.0316,24,21,22,18,10.8073,15.1074
13.0318,15,19,22,23,14.8462,11.3386
13.0318,15,24,23,21,16.1475,10.1242
13.0324,19,21,18,23,15.1034,11.0997
13.0326,22,21,24,19,11.1848,14.757
13.0332,23,23,21,15,11.6015,14.3692
13.0332,22,21,16,19,11.9629,14.032
13.0333,21,17,22,22,11.1828,14.7602
13.0334,15,16,20,19,12.1011,13.9034
13.0334,21,18,19,17,11.4426,14.5179
13.0336,25,25,22,15,11.534,14.433
13.0337,21,19,21,16,10.5531,15.3485
13.0337,21,22,23,16,11.5236,14.443
13.034,23,17,17,17,9.57049,16.2662
13.0342,16,24,22,23,15.7341,10.5148
13.0343,18,19,23,20,12.5845,13.454
13.0343,18,18,22,24,13.1697,12.908
13.0346,21,19,16,16,10.5258,15.3758
13.0348,20,17,25,22,11.3032,14.6507
13.0351,19,18,21,18,11.6411,14.336
13.0351,18,23,21,24,15.1151,11.0941
13.0352,15,23,24,23,16.3756,9.91792
13.0352,19,17,23,23,12.3664,13.6593
13.0353,19,18,20,23,12.8137,13.2421
13.0355,24,25,17,18,12.6946,13.3536
13.036,20,25,25,25,14.6138,11.5636
13.0361,20,17,20,25,12.2892,13.7331
13.0363,22,18,16,18,10.8938,15.0358
13.0364,20,22,19,22,13.8121,12.3124
13.0366,19,21,17,25,14.9023,11.2955
13.0366,23,22,21,15,11.0032,14.9342
13.037,22,19,21,17,10.35,15.5446
13.0371,20,22,23,24,13.6901,12.4278
13.0372,21,23,19,16,12.1853,13.8321
13.0372,18,15,21,16,9.5477,16.2936
13.0373,20,17,25,16,10.0531,15.8221
13.0375,19,21,23,22,13.8739,12.2569
13.0377,19,24,17,23,14.8757,11.3225
13.0377,15,22,15,18,16.7617,9.5625
13.0378,20,19,17,15,10.3485,15.5475
13.038,19,23,19,18,13.7697,12.3551
13.0381,20,24,18,18,13.5189,12.5895
13.0383,21,24,19,15,12.4237,13.6117
13.0385,20,21,17,22,13.5142,12.5946
13.0386,22,22,16,16,11.9594,14.0456
13.0386,20,24,20,24,13.7722,12.354
13.0386,15,23,15,18,16.8925,9.44225
13.0387,21,24,25,22,12.9867,13.0872
13.0389,21,22,18,20,12.7121,13.3438
13.0396,18,17,25,22,12.2523,13.7743
13.0396,15,22,22,24,16.4909,9.81895
13.0401,21,25,25,15,12.6757,13.3802
13.0402,17,25,17,24,16.3964,9.90813
13.0404,17,15,16,19,11.7492,14.2454
13.0406,23,21,21,19,11.3799,14.5903
13.0407,18,19,23,21,13.5457,12.5693
13.0416,16,16,17,20,11.7292,14.2663
13.042,17,24,17,25,16.2259,10.0708
13.0422,24,21,16,18,11.3677,14.6048
13.0424,20,18,24,24,11.3326,14.638
13.0425,20,23,19,23,14.0583,12.0945
13.0425,17,16,20,19,10.3517,15.5536
13.0427,21,24,17,15,12.4244,13.6197
13.0435,19,23,19,16,13.5404,12.5797
13.0435,21,24,16,21,13.6619,12.4664
13.0436,17,23,17,24,15.6321,10.628
13.0441,20,25,19,18,14.3015,11.8707
13.0443,20,24,24,16,11.9752,14.042
13.045,23,17,19,16,9.7577,16.1128
13.0451,23,17,16,18,10.0956,15.7976
13.0452,19,17,18,22,12.6881,13.3785
13.0454,18,18,15,17,13.4715,12.6478
13.046,20,20,17,23,12.8269,13.2506
13.0461,20,19,22,19,10.9665,14.9868
13.0462,21,18,16,19,10.6693,15.2643
13.0464,20,22,23,18,12.7159,13.3549
13.0465,23,21,24,21,11.949,14.0706
13.0467,15,24,23,25,16.6066,9.72467
13.0471,17,22,15,23,16.1513,10.1503
13.0476,18,17,18,22,12.9559,13.1331
13.0478,15,16,21,18,11.8786,14.1389
13.048,22,22,24,21,12.4518,13.6044
13.048,15,23,22,25,16.711,9.62968
13.0481,19,24,15,20,15.3182,10.9297
13.0482,19,23,15,18,14.32,11.8613
13.0483,22,22,24,17,11.3016,14.6784
13.0488,19,24,18,17,14.4666,11.7257
13.049,21,17,21,23,11.1821,14.7911
13.0492,19,19,19,19,12.3744,13.679
13.0492,22,22,21,22,12.2823,13.765
13.0495,20,18,23,25,12.1139,13.9226
13.0497,21,25,25,25,13.9243,12.2335
13.0498,18,24,25,25,14.9649,11.2626
13.0498,19,20,22,21,12.0483,13.9844
13.0499,22,25,17,15,13.1761,12.9321
13.0502,23,25,20,23,13.6586,12.4824
13.0504,18,18,18,25,13.7237,12.4221
13.0505,22,22,23,21,12.3408,13.7127
13.0507,21,24,22,16,11.8872,14.1365
13.0508,19,24,23,21,14.0625,12.1067
13.0509,19,17,19,22,12.626,13.4474
13.051,20,18,22,20,11.3861,14.6046
13.0513,20,24,18,16,13.9132,12.247
13.0514,22,22,22,20,12.2948,13.7575
13.0515,16,23,23,24,15.3929,10.8665
13.0516,18,22,20,25,15.068,11.17
13.0518,15,15,16,22,13.401,12.7259
13.0519,18,21,17,23,15.0433,11.1935
13.052,22,25,21,25,13.9627,12.202
13.0522,25,21,16,17,10.4133,15.5148
13.0523,24,21,21,15,10.4517,15.4792
13.0528,20,24,24,18,12.4744,13.5925
13.053,19,21,19,21,14.6131,11.5971
13.0536,16,20,23,25,14.4118,11.786
13.0536,16,25,18,24,17.3667,9.02861
13.0538,21,18,18,15,10.4109,15.5201
13.0541,19,18,25,20,11.2051,14.7795
13.0541,22,17,17,23,10.9788,14.9908
13.0541,15,24,19,21,16.6689,9.68081
13.0542,18,25,20,23,15.5173,10.7556
13.0545,15,16,17,22,14.067,12.1096
13.0546,19,17,25,23,12.2747,13.7824
13.0548,17,16,18,19,11.1246,14.856
13.0549,23,19,17,17,10.0961,15.8161
13.0551,17,19,18,22,14.4346,11.7678
13.0551,17,25,18,25,16.7294,9.6263
13.0557,21,22,23,24,13.2768,12.8493
13.0558,19,21,17,24,14.1276,12.0555
13.056,18,25,22,23,15.6791,10.6081
13.056,21,21,16,20,12.9041,13.1977
13.0561,15,19,23,23,15.2013,11.0541
13.0561,21,24,23,19,12.5952,13.4862
13.0564,18,25,15,21,16.4453,9.89386
13.0565,16,15,25,21,11.4261,14.5779
13.0567,22,24,18,15,11.9238,14.1138
13.0568,22,25,17,16,11.9322,14.1064
13.057,19,19,25,22,11.6395,14.3797
13.0573,15,23,25,22,15.552,10.7293
13.0576,19,23,25,25,13.8599,12.3088
13.0578,17,17,23,20,12.704,13.3879
13.058,22,22,19,22,13.0257,13.0882
13.058,18,15,19,19,10.4879,15.4565
13.0582,21,21,17,25,13.5072,12.6391
13.0584,21,25,18,20,13.642,12.5139
13.0587,21,22,15,20,13.1865,12.9395
13.0587,17,15,21,23,11.8182,14.2164
13.0588,23,21,18,16,11.28,14.7187
13.0589,16,18,15,22,15.2012,11.0596
13.0589,24,21,25,17,10.5174,15.4306
13.0589,20,19,17,20,12.4216,13.6537
13.0592,21,23,20,15,12.0882,13.9653
13.0595,19,20,15,22,13.5453,12.6062
13.0596,22,22,25,20,11.7552,14.2768
13.0597,21,18,16,16,10.5992,15.3558
13.0602,20,18,24,25,11.6641,14.3631
13.0603,23,25,20,19,13.0274,13.0911
13.0607,21,21,18,17,12.3362,13.7368
13.0608,21,18,16,17,10.5162,15.4354
13.0609,21,24,17,22,13.8321,12.3412
13.0609,22,21,15,19,12.9233,13.1894
13.0609,17,25,20,19,16.1597,10.1691
13.0612,16,15,24,19,9.93805,15.9758
13.0613,19,19,18,16,11.6287,14.3982
13.0613,21,21,19,15,11.3907,14.6204
13.0613,20,24,24,21,13.373,12.7705
13.0615,20,18,25,18,10.6099,15.3493
13.0616,16,16,22,24,11.3384,14.6697
13.0618,20,25,18,22,14.996,11.2569
13.0624,21,24,21,20,12.7207,13.3812
13.0625,16,16,19,16,10.6092,15.3518
13.0626,22,23,25,17,11.2301,14.7726
13.0626,19,21,24,23,13.5159,12.6396
13.0629,22,21,21,19,11.2724,14.7338
13.0631,15,21,15,24,16.7964,9.57925
13.0634,21,23,20,19,12.5075,13.5821
13.0639,19,17,19,19,12.2557,13.8181
13.0639,22,17,17,17,10.0158,15.9084
13.0639,16,18,15,24,14.7152,11.523
13.065,23,25,24,20,12.3515,13.7307
13.065,21,19,21,17,10.4294,15.5246
13.0652,17,22,18,24,15.6677,10.6366
13.0653,22,21,22,20,11.7509,14.2919
13.0654,17,20,23,24,13.4232,12.7315
13.0654,16,15,25,19,9.95565,15.9675
13.0655,20,24,22,16,12.5685,13.5292
13.0657,24,23,18,15,11.0113,14.9829
13.0658,18,20,25,25,13.0679,13.0639
13.0661,23,22,17,16,11.6787,14.3607
13.0663,21,25,19,17,14.3898,11.8312
13.0666,23,21,23,21,11.9518,14.1068
13.0666,22,23,22,16,11.5568,14.4756
13.0668,20,21,18,21,13.7399,12.4386
13.0669,21,22,22,21,12.8726,13.2481
13.0669,17,23,16,24,15.3396,10.946
13.0669,21,22,24,18,12.1036,13.9658
13.067,15,21,21,24,16.3949,9.96152
13.0675,20,18,19,21,12.0548,14.0125
13.0675,15,15,19,21,13.0637,13.071
13.0677,17,20,17,20,13.7094,12.4689
13.0677,22,22,18,19,12.991,13.1393
13.0678,19,22,19,19,14.3433,11.8776
13.068,15,24,17,20,17.2504,9.16493
13.0686,15,20,24,21,14.4421,11.7868
13.0689,21,21,17,23,12.7686,13.3491
13.0689,15,22,15,19,16.8938,9.49954
13.0693,17,16,25,19,10.7468,15.2367
13.0694,20,17,18,24,12.1479,13.9293
13.0695,23,22,16,17,11.59,14.4503
13.0698,16,19,23,25,14.5359,11.7016
13.07,23,18,16,17,10.1789,15.7679
13.0702,23,22,17,23,12.4921,13.6097
13.0703,20,17,23,21,11.3705,14.6565
13.0704,18,24,22,21,14.7425,11.5099
13.0705,18,25,15,18,15.4239,10.8744
13.0706,20,23,24,24,13.0851,13.057
13.0707,20,25,18,15,13.9012,12.2956
13.071,22,21,24,24,12.239,13.8474
13.0711,17,20,16,22,14.119,12.0932
13.0713,20,25,16,23,15.4171,10.8822
13.0713,18,22,15,18,15.4761,10.8272
13.0715,16,15,21,23,11.8146,14.2444
13.0715,21,20,16,19,11.464,14.5716
13.0718,18,22,15,24,15.516,10.7907
13.0722,20,19,16,25,13.1367,13.012
13.0723,21,20,20,21,11.682,14.3697
13.0725,18,24,23,20,14.219,12.0025
13.0729,23,22,25,20,11.2804,14.7457
13.0732,21,25,20,20,14.2986,11.9297
13.0734,19,20,21,16,11.4775,14.5627
13.0735,24,21,19,19,11.5311,14.5128
13.0736,24,25,20,18,12.481,13.6266
13.0737,19,25,23,22,14.8365,11.4287
13.0737,23,24,21,21,11.9279,14.143
13.0738,19,22,18,25,15.1331,11.152
13.074,21,24,15,16,13.6123,12.5717
13.0741,21,18,23,17,10.2766,15.6848
13.0743,21,23,16,16,13.151,13.0027
13.0744,17,15,23,22,10.5165,15.4614
13.0746,20,23,18,19,13.6039,12.5806
13.0747,16,15,22,16,9.71137,16.2134
13.0748,21,22,22,16,12.3596,13.7422
13.075,17,23,20,22,15.3297,10.971
13.0751,21,18,25,16,9.90923,16.0295
13.0752,19,18,16,21,12.7005,13.4248
13.0756,18,21,15,25,15.6973,10.629
13.0758,20,22,23,23,13.7728,12.4253
13.0758,17,21,15,21,15.644,10.6792
13.0759,21,23,19,21,13.4446,12.7318
13.0762,19,25,17,15,14.9276,11.3485
13.0764,20,19,24,23,11.8603,14.2112
13.0767,20,22,16,22,14.159,12.0667
13.0776,24,25,18,17,12.5433,13.5761
13.0776,20,25,17,22,14.8778,11.3976
13.0778,21,25,20,25,14.6717,11.5904
13.0779,19,25,25,23,14.739,11.5279
13.0789,21,25,19,20,13.6598,12.5367
13.079,18,22,18,23,15.015,11.2723
13.0792,22,25,15,17,14.0787,12.1464
13.0795,17,18,20,25,14.3661,11.8789
13.0796,21,21,20,21,12.8612,13.2835
13.0799,21,17,15,17,11.1551,14.8762
13.0799,24,25,20,20,13.0826,13.0775
13.0803,23,23,25,17,11.5417,14.5161
13.0803,15,16,21,21,12.6465,13.4851
13.0803,16,16,25,21,11.4198,14.6299
13.0804,22,18,24,23,11.2704,14.7694
13.0804,15,24,15,15,16.3032,10.0729
13.0807,15,16,18,19,13.3419,12.837
13.0808,23,17,16,19,9.98618,15.9687
13.0809,15,25,21,25,17.3206,9.12429
13.0809,19,23,21,15,13.3889,12.7934
13.081,19,21,18,18,13.8352,12.3771
13.081,18,17,22,25,13.1472,13.0192
13.0814,23,21,21,17,11.0183,15.0066
13.0814,18,25,19,20,15.9226,10.43
13.0815,19,17,20,23,12.7351,13.4047
13.082,17,20,16,20,14.1731,12.0637
13.082,20,17,19,20,11.5768,14.4866
13.082,21,19,24,17,9.56891,16.3605
13.0822,21,18,25,17,10.1694,15.8004
13.0823,24,23,20,19,11.6092,14.4569
13.0823,19,21,23,24,14.422,11.832
13.0827,24,25,16,16,12.3572,13.7598
13.083,24,22,23,17,11.4226,14.6324
13.0834,17,15,19,17,10.4134,15.5751
13.084,19,22,19,18,13.4933,12.7019
13.0849,21,23,18,16,13.4488,12.7453
13.0852,19,25,18,24,16.0054,10.36
13.0854,21,25,25,19,13.2932,12.8914
13.0855,18,22,21,25,15.3725,10.9513
13.0855,21,25,25,18,13.5878,12.6168
13.0856,18,20,18,19,13.1416,13.0334
13.086,24,21,21,19,11.1997,14.8463
13.0862,18,20,20,25,13.277,12.9081
13.0863,19,22,25,21,13.0942,13.079
13.0866,21,18,24,25,11.4411,14.6222
13.0866,19,25,18,19,15.3155,11.0067
13.0867,15,24,25,24,16.0757,10.2974
13.0869,19,24,18,18,14.5012,11.767
13.0869,21,17,17,20,11.5887,14.4851
13.087,25,25,16,21,12.7779,13.3755
13.0873,19,19,17,20,12.6811,13.4664
13.0874,21,18,23,24,11.4146,14.6484
13.0875,23,21,24,19,11.1816,14.8661
13.0876,18,16,20,16,10.3344,15.6568
13.088,21,19,24,16,9.96319,16.004
13.0882,22,17,18,18,10.2332,15.7525
13.0884,19,21,18,25,14.4121,11.8531
13.0885,22,19,23,16,10.2938,15.6965
13.0889,16,16,15,17,11.9903,14.1141
13.089,15,18,16,25,15.6437,10.705
13.089,22,17,19,19,10.4427,15.5586
13.0891,19,23,23,22,14.4316,11.8362
13.0892,22,23,16,16,12.4543,13.6818
13.0893,18,23,19,22,14.9609,11.3428
13.0896,22,21,25,22,11.9701,14.1344
13.0897,21,17,17,25,11.5359,14.5397
13.0897,16,15,21,24,11.804,14.2895
13.0901,15,17,15,21,15.1377,11.1793
13.0903,16,24,17,25,16.3927,10.0084
13.0903,21,23,21,19,13.3792,12.8207
13.0903,15,20,17,21,15.8354,10.5285
13.0907,20,19,18,24,12.3404,13.7909
13.0908,15,25,18,16,17.0396,9.40573
13.0911,23,22,16,18,12.1204,13.997
13.0913,15,25,20,25,17.5481,8.93221
13.0913,20,25,23,23,14.1699,12.0848
13.0914,18,19,23,19,12.3406,13.7921
13.0915,22,24,21,17,12.3364,13.7961
13.0916,16,15,20,25,12.9653,13.2094
13.0916,18,19,22,25,13.9606,12.2806
13.0917,20,19,21,20,11.2974,14.7662
13.0918,19,17,25,25,12.4031,13.7344
13.0924,15,18,20,24,15.4623,10.8807
13.0925,17,25,23,24,16.1441,10.2447
13.0926,15,15,21,16,10.4975,15.5143
13.0928,21,18,22,16,9.17325,16.7505
13.093,24,23,17,15,11.3846,14.6873
13.093,20,20,16,17,11.4876,14.5912
13.0932,23,25,25,15,12.0467,14.0697
13.0932,18,16,17,16,9.61433,16.3396
13.0932,15,15,16,23,13.2877,12.9117
13.0941,20,20,18,17,11.5804,14.5067
13.0941,16,16,17,18,11.4577,14.6212
13.0942,20,18,16,16,10.6183,15.4047
13.0943,18,20,25,19,12.4789,13.6686
13.0943,24,21,16,19,11.6942,14.4009
13.0945,21,22,21,23,12.8072,13.3626
13.0949,24,25,25,15,11.7413,14.3581
13.0949,20,17,22,23,11.5736,14.5146
13.095,23,23,24,20,11.7527,14.3476
13.0951,20,17,23,22,11.4524,14.628
13.0954,18,25,22,24,15.5148,10.8377
13.0958,19,19,15,16,12.068,14.055
13.0958,21,22,17,23,13.4616,12.7545
13.0959,17,24,25,24,14.9089,11.404
13.096,19,18,24,16,10.8784,15.1655
13.0961,15,22,19,19,15.9909,10.3947
13.0961,22,25,23,20,13.218,12.9824
13.0961,20,21,16,25,14.025,12.2293
13.0962,15,19,15,17,15.0648,11.2592
13.0963,21,24,23,22,13.2581,12.9453
13.0963,15,16,25,16,11.3237,14.7505
13.0966,17,24,21,25,15.7027,10.6646
13.0966,24,21,21,18,10.7934,15.246
13.0967,19,25,22,25,15.1142,11.2141
13.0968,23,25,25,18,12.1266,14.0021
13.0976,22,23,22,22,13.2141,12.989
13.0979,19,24,23,16,13.4069,12.8095
13.0979,15,24,21,25,16.8227,9.62191
13.0979,16,15,24,20,10.5653,15.4614
13.098,20,24,18,23,14.6861,11.616
13.0981,20,23,15,16,13.7465,12.493
13.0981,15,23,23,25,16.6452,9.788
13.0982,21,18,21,25,12.06,14.0671
13.0983,15,15,16,25,13.9854,12.2704
13.0988,18,19,24,24,13.0008,13.1903
13.099,16,21,18,25,16.3897,10.0281
13.099,23,17,24,15,8.76999,17.1389
13.0991,22,17,21,19,9.88825,16.0954
13.0993,22,21,25,24,11.6564,14.4457
13.0993,24,21,20,21,11.0821,14.9817
13.1002,17,21,15,20,15.6808,10.692
13.1007,21,22,16,20,13.1938,13.0138
13.101,20,18,16,22,12.9867,13.2077
13.1011,15,23,16,20,16.9171,9.54006
13.1017,19,18,21,25,12.8339,13.3515
13.1017,19,23,20,23,14.1643,12.1101
13.1017,19,22,20,24,14.861,11.4599
13.1019,23,23,22,17,11.8158,14.3021
13.102,17,16,15,15,11.2892,14.7937
13.1021,20,20,18,18,11.8347,14.2848
13.1022,18,22,16,21,14.5239,11.7755
13.1023,25,25,22,19,12.1408,13.9997
13.1024,18,22,23,23,14.4097,11.8825
13.1026,21,18,23,25,11.7312,14.3824
13.1027,18,20,24,20,12.0822,14.055
13.1028,23,21,25,18,11.0512,15.0175
13.1028,15,20,22,24,15.263,11.087
13.1029,21,18,25,20,10.1625,15.8468
13.103,23,23,21,19,12.3186,13.835
13.1032,17,15,19,21,11.8891,14.2362
13.1033,21,18,15,21,12.3864,13.7723
13.1034,19,24,24,25,14.0741,12.1976
13.1037,17,19,25,25,13.6454,12.5982
13.104,21,25,24,18,13.2506,12.9672
13.1041,22,21,19,19,12.141,14.003
13.1042,19,25,20,22,16.0713,10.3353
13.1043,19,23,24,21,13.7747,12.4787
13.1045,21,17,19,16,9.9611,16.038
13.1048,20,19,23,15,11.4346,14.6635
13.1048,21,18,25,23,11.0557,15.0171
13.1049,16,15,17,23,12.7914,13.3974
13.1052,21,25,22,20,13.8182,12.4399
13.1053,21,21,20,23,13.3246,12.9005
13.1054,20,23,17,20,14.0202,12.2518
13.1057,16,17,19,24,15.3738,10.989
13.1059,22,22,24,22,12.1649,13.984
13.1059,18,20,20,23,13.5285,12.7116
13.106,20,19,22,25,12.9622,13.2401
13.1061,21,19,24,20,10.4053,15.6265
13.1062,17,20,19,20,13.8085,12.4508
13.1064,20,17,22,25,12.346,13.8161
13.1065,18,15,19,16,9.97501,16.0289
13.1066,22,23,24,19,11.8799,14.2514
13.1067,15,22,18,24,17.321,9.17386
13.1068,19,19,21,24,12.752,13.4379
13.1069,22,25,24,17,12.9996,13.207
13.1069,15,22,16,19,16.4254,10.0101
13.1071,17,15,21,19,10.5144,15.5267
13.1076,17,20,19,23,13.9298,12.3403
13.1078,17,15,21,20,10.5738,15.4725
13.1078,19,21,16,25,15.4899,10.8848
13.108,22,25,23,17,13.4198,12.817
13.1082,22,25,20,20,13.3301,12.9011
13.1082,17,15,25,19,10.4593,15.5801
13.1083,21,17,23,21,10.8609,15.2056
13.1089,22,21,23,22,12.5988,13.585
13.109,22,23,18,17,12.7732,13.4223
13.1091,20,20,17,24,12.852,13.349
13.1093,22,25,19,17,13.9158,12.3566
13.1094,19,23,22,21,14.0065,12.2722
13.1095,22,22,23,20,12.2908,13.8735
13.1097,24,22,17,15,10.5087,15.537
13.1102,23,21,23,17,11.6921,14.4337
13.1106,16,16,21,22,11.9395,14.2034
13.1107,17,22,17,24,16.5379,9.91237
13.1109,19,18,18,21,13.171,13.0548
13.111,22,22,19,20,12.489,13.6915
13.1111,17,22,17,22,15.7458,10.6524
13.1115,23,25,24,22,13.3521,12.8869
13.1117,19,18,23,15,10.7169,15.3466
13.1118,23,22,18,19,12.1815,13.9799
13.1121,18,15,19,17,10.9523,15.1277
13.1121,17,15,22,17,9.89005,16.119
13.1122,17,16,21,16,10.5342,15.518
13.1124,20,17,23,19,11.149,14.9447
13.1125,18,20,16,17,12.9756,13.2403
13.1126,23,22,17,17,11.7961,14.3412
13.1129,20,23,15,20,14.1924,12.1056
13.1131,15,20,17,22,15.5586,10.8309
13.1131,21,18,20,19,10.8943,15.1838
13.1132,23,23,24,19,11.5827,14.5414
13.1135,19,20,23,16,11.5157,14.6046
13.1135,16,20,19,25,14.8478,11.4951
13.1137,19,25,21,24,15.2644,11.1066
13.114,21,18,18,21,11.6486,14.4816
13.114,19,19,21,21,12.4306,13.7518
13.1143,20,18,19,15,11.1324,14.9639
13.1145,16,19,15,21,15.0997,11.262
13.1147,18,23,23,21,14.1647,12.1348
13.1149,21,25,25,22,13.2828,12.9582
13.1149,20,25,16,20,15.2482,11.1241
13.115,15,15,17,21,13.543,12.7157
13.1156,21,19,15,16,11.5082,14.6155
13.1156,22,19,25,18,10.2175,15.8202
13.1157,20,22,18,21,13.6671,12.6012
13.1158,22,24,16,17,12.9084,13.3095
13.1159,16,21,19,25,16.2277,10.212
13.1161,20,21,22,22,12.9848,13.2385
13.1161,19,18,15,24,13.6936,12.5772
13.1162,21,18,21,21,11.1231,14.9762
13.1165,15,18,22,25,15.2253,11.1487
13.1167,22,24,22,18,13.3127,12.9338
13.1167,18,15,21,15,10.2543,15.7879
13.117,23,23,24,18,11.7271,14.4141
13.1171,17,15,17,15,10.5668,15.4971
13.1172,23,21,24,17,10.7567,15.3199
13.1172,21,20,24,24,11.821,14.3268
13.1174,16,16,19,21,11.822,14.3263
13.1174,23,21,18,19,12.1051,14.0621
13.1176,16,23,15,21,16.7729,9.70644
13.1176,20,19,20,23,12.3969,13.7902
13.1183,16,15,23,20,10.741,15.3368
13.1184,19,20,20,23,12.3893,13.7987
13.1184,19,25,17,21,15.6664,10.7405
13.1184,19,22,18,21,14.2234,12.0873
13.1185,24,21,16,15,10.8424,15.2425
13.1185,22,23,24,24,12.3815,13.8064
13.1186,21,18,16,23,11.5705,14.5632
13.1187,15,21,18,17,16.3797,10.0755
13.1187,21,24,24,23,13.0287,13.2027
13.1188,21,21,22,18,12.5284,13.6697
13.1188,17,15,16,20,11.3937,14.7287
13.1188,20,18,16,15,10.5467,15.5191
13.1189,16,21,24,25,15.5319,10.8671
13.1191,17,19,21,24,14.3997,11.9241
